,trip_durations,num_passengers,distances
0,38.83904120721126,31.148057224688802,6.005465077966585
1,41.08272113332895,63.08644818358069,5.985423427335616
2,40.27481690211209,48.93988987302348,6.0021767145682485
3,42.03726573555482,21.623069200139014,5.989690136931589
4,39.06518166551858,48.67600881630377,5.984640432581712
5,39.457253518674875,31.381196038332718,5.994331213440777
6,42.02014115135242,40.54214174632503,5.990792239485781
7,41.32597423700886,44.518616683330414,5.996560216255302
8,40.47239244532343,42.63898523873724,5.997600491909654
9,39.51417106542969,46.801511248963585,6.017016356985274
10,41.062291907427685,36.31189814720585,5.991401101236862
11,41.69029815885525,33.10316283887304,5.976640741569995
12,38.35616004232782,31.690650590770673,6.006339394873934
13,40.01355894045613,39.924043693579094,6.03178005931959
14,41.1777002671792,20.535425866187648,5.991044918698443
15,39.041975529472246,52.4432819139987,6.011127162270118
16,40.35891657044462,51.72962970375802,6.001173277229215
17,38.78707020134833,36.638552443162006,6.0148490267274655
18,39.91885179235641,35.447147271766816,6.004963654057969
19,39.75396929209886,35.08247426081603,5.997422123061171
20,39.556866509296036,38.15182542579191,5.988315523065198
21,39.81021878648379,44.710968393473266,5.983611391979501
22,39.80824824754496,48.521297295390795,6.017050828412104
23,41.12104350843997,35.036874339788774,5.984998500580985
24,41.561118178484115,38.90891914349867,6.002773121924183
25,41.0228538305969,48.75165842492389,6.003896564607574
26,42.55144882299472,31.49560497789612,6.00151634780947
27,37.739664462622365,43.247188152847755,5.986071136655966
28,39.43474888619359,36.78730633865539,5.981320938225936
29,41.53413989938275,49.10847131238391,5.99354007327033
30,38.99531290786003,35.77682588078824,6.002277807253359
31,39.449301665599684,38.732975909942155,5.998296706256092
32,41.53627995694896,42.93995423717961,5.992496637003402
33,41.802651730503854,27.721388853881507,5.988046860736564
34,42.641096911469994,28.425681080593428,5.994426364233805
35,42.21137443032172,58.23249534272408,6.013242765126342
36,40.01875066999604,38.588565065904085,5.999016868146564
37,41.17382967288271,51.38231981575272,6.0015498239727085
38,39.67066436415941,31.13373334737744,5.993034590632439
39,43.08731517067874,35.799512163353654,5.99231225659183
40,37.58360142136945,35.12589465538898,5.998477500745468
41,36.53641488399347,18.41483511115041,5.979577156138822
42,42.28735091695568,39.604424452862034,5.991233583032091
43,40.14739141662309,70.31434842504977,6.015933500177961
44,40.138675766356165,41.33821782935871,5.9843784527706
45,39.40797996654326,28.575241266456736,6.00372465438511
46,37.73889364037711,53.11462629124887,5.9840807945733365
47,42.97611332023549,51.88616398859306,6.006209387344343
48,40.74070221134613,37.35189420701229,6.011502189945391
49,36.62077428088824,36.651545276727276,6.005455285158619
50,38.54706896224291,36.233228418147206,5.996544480470335
51,40.7797301466603,32.780654913985785,5.996131355256951
52,40.165132115586644,49.01940319899747,6.005672374027884
53,39.49117142143975,28.46335784053789,6.003728852126887
54,38.72068501997638,38.373390716059326,6.0013712583819405
55,41.136244019092615,36.77165333197456,6.011378175416285
56,40.063341600851885,44.5314457763652,6.010831883448809
57,40.12028523787605,47.28969527968437,6.014348721006213
58,40.59721693767853,23.36578307565522,6.007328713819042
59,41.16877206045991,54.59014482019671,6.012153883366652
60,40.7543862499029,38.64981172423694,5.9951218894963265
61,39.81742560593037,31.963289110540813,5.986889248642858
62,38.60633560624771,38.97996669714163,6.002431190361508
63,39.28188703872245,58.673186664007304,5.999594036980378
64,37.36069538828248,44.40925065932071,5.998393066718039
65,41.317166488640666,27.053709135397817,5.9922459035618925
66,37.876356669301835,41.83956678521728,6.017467745877633
67,39.00776279969448,28.325449347789025,6.000016270616061
68,39.53059962680248,28.143963970551482,5.9923489085227795
69,39.57634841770419,40.42436483514087,5.98850932474072
