,trip_durations,num_passengers,distances
0,24.615925607199728,52.66751433803751,3.343731018566083
1,37.02430088857743,51.43973179035699,3.5473822967746034
2,32.736853804872396,42.424196558232225,8.843752446198922
3,44.67240079219864,47.91231787123058,5.021504824452005
4,33.33045124481211,54.13469981277717,6.0810781860732614
5,55.802904011358905,46.14432631728666,6.896969238000398
6,30.50667426097758,46.97169174510105,2.5877047800078463
7,42.95092508795703,51.110216424372254,4.623002853085789
8,51.55728637598633,57.72607648043894,6.300660699922415
9,45.57307191324083,48.18735256061554,8.939361857211164
10,58.238342354776236,51.64353242822388,3.7697877763463463
11,63.74564971981057,42.75680558956445,9.598488957045166
12,56.45218140232809,60.45932763702639,5.030440880867264
13,49.861564106218026,46.47015453067838,5.226380000562333
14,42.11915201961771,48.94643586713297,7.854022141881222
15,31.23766035724423,47.20987044409124,8.409036953491706
16,57.44920640674218,52.40902627818199,10.073641669971256
17,49.05614931169951,55.45855708901133,6.516683046806118
18,53.513429948346484,45.1469134073197,8.918832232858062
19,48.706887097856836,50.71484227844235,11.422854642288275
20,50.26668167088732,47.62726388547938,8.843845063272987
21,40.88983445230507,58.01420276388289,2.8467889870927015
22,52.01720741367783,43.99301370756394,9.271336031029492
23,60.22169849087318,49.505705237373384,5.8876589028709985
24,51.45415669632366,44.21459530061563,8.543880161640784
25,61.13603186849532,40.866732224088,7.184927522615688
26,54.55623182916258,54.27452926490471,4.288927859984332
27,48.41180031308171,45.63279559324485,6.754751919832972
28,49.220856030593765,52.2139237781193,9.156986172615781
29,51.61657039695623,51.31584495032974,3.447363066810043
30,39.958149402000934,52.87116235915266,5.522408347172356
31,44.52679737547913,54.86947756859756,5.949561149040705
32,48.94593745042236,47.34313858455239,9.097892090223674
33,63.41767848300542,44.93007408780741,3.9302821701443347
34,46.43180695623546,52.499014765337556,7.883076956232578
35,43.84774372432769,43.008250945056915,8.302943101096382
36,51.44931790014554,59.51759326683356,3.9425823258772015
37,49.20279222433731,52.10651919212329,3.3471964826796676
38,45.09003599718505,55.177735392769435,11.183346787030288
39,40.26090851137852,46.491336855480284,2.3504585756312775
40,43.79528333752152,41.33349949703292,11.028225797713613
41,52.14197707037412,54.291172662715496,8.996058966494354
42,69.1664742299194,50.04007895276123,8.578214585787169
43,54.834171746379674,57.54538538912383,9.776193891375824
44,66.58713923190854,46.369567745180234,8.135735975230418
45,41.078271477357674,53.919097025333755,6.795862809203763
46,53.42756663482463,50.368152725869905,9.178201844946983
47,58.260796873499885,53.26154337175549,6.471348803120841
48,45.15359963190841,45.09152624548507,2.0299600388433516
49,47.718280103458355,50.73563770035267,2.8501450750633754
50,59.581692629429675,46.19201991219225,5.49230766487562
51,53.60613046909162,58.978009699777445,8.315932992161901
52,53.965174933413266,51.45805692158508,1.2979261700167397
53,59.69012641567044,50.0940991792095,6.180539151085328
54,23.71124752700007,50.96210804278193,0.013999638339294407
55,35.582886544624316,49.68176972563204,2.6701768221155824
56,35.37167299559903,52.498876492726254,3.892446744497062
57,63.008026383056176,51.32422514209871,5.968870446456841
